dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,12.094896,15.631707,7.216921,3.085266,-0.888467,-0.051034,6.178466
0.020000,12.155918,15.625369,7.278270,3.067476,-0.889500,-0.051657,6.180917
0.020000,12.216600,15.619215,7.339264,3.049666,-0.890544,-0.052206,6.183328
0.020000,12.276942,15.613242,7.399900,3.031834,-0.891598,-0.052685,6.185700
0.020000,12.336942,15.607445,7.460180,3.013981,-0.892631,-0.051637,6.188031
0.020000,12.396599,15.601820,7.520102,2.996107,-0.893716,-0.054282,6.190324
0.020000,12.455913,15.596364,7.579666,2.978211,-0.894801,-0.054209,6.192579
0.020000,12.514882,15.591072,7.638872,2.960294,-0.895852,-0.052574,6.194795
0.020000,12.573505,15.585942,7.697719,2.942355,-0.896939,-0.054361,6.196973
0.020000,12.631781,15.580968,7.756207,2.924394,-0.898029,-0.054485,6.199114
0.020000,12.689709,15.576148,7.814335,2.906412,-0.899109,-0.053994,6.201218
0.020000,12.747288,15.571478,7.872103,2.888408,-0.900193,-0.054213,6.203286
0.020000,12.804517,15.566954,7.929511,2.870382,-0.901300,-0.055335,6.205317
0.020000,12.861396,15.562573,7.986558,2.852335,-0.902382,-0.054114,6.207313
0.020000,12.917922,15.558332,8.043243,2.834265,-0.903465,-0.054169,6.209273
0.020000,12.974096,15.554227,8.099567,2.816174,-0.904572,-0.055331,6.211199
0.020000,13.029916,15.550255,8.155528,2.798061,-0.905663,-0.054566,6.213090
0.020000,13.085381,15.546413,8.211126,2.779925,-0.906755,-0.054595,6.214947
0.020000,13.140492,15.542697,8.266362,2.761769,-0.907847,-0.054581,6.216770
0.020000,13.195246,15.539104,8.321233,2.743590,-0.908937,-0.054529,6.218560
0.020000,13.249643,15.535632,8.375741,2.725389,-0.910021,-0.054188,6.220318
0.020000,13.303682,15.532277,8.429885,2.707167,-0.911110,-0.054427,6.222042
0.020000,13.357363,15.529036,8.483663,2.688923,-0.912197,-0.054373,6.223735
0.020000,13.410684,15.525907,8.537076,2.670658,-0.913275,-0.053874,6.225396
0.020000,13.463646,15.522887,8.590124,2.652371,-0.914350,-0.053771,6.227026
0.020000,13.516246,15.519972,8.642805,2.634062,-0.915428,-0.053881,6.228626
0.020000,13.568485,15.517160,8.695119,2.615732,-0.916494,-0.053318,6.230194
0.020000,13.620362,15.514449,8.747067,2.597381,-0.917562,-0.053381,6.231733
0.020000,13.671876,15.511835,8.798647,2.579009,-0.918622,-0.053027,6.233242
0.020000,13.723026,15.509316,8.849860,2.560615,-0.919679,-0.052838,6.234722
0.020000,13.773812,15.506890,8.900704,2.542200,-0.920731,-0.052588,6.236173
0.020000,13.824233,15.504554,8.951179,2.523765,-0.921777,-0.052302,6.237596
0.020000,13.874289,15.502305,9.001285,2.505309,-0.922818,-0.052054,6.238990
0.020000,13.923979,15.500142,9.051022,2.486831,-0.923853,-0.051777,6.240357
0.020000,13.973302,15.498061,9.100388,2.468334,-0.924883,-0.051481,6.241697
0.020000,14.022257,15.496061,9.149385,2.449816,-0.925906,-0.051165,6.243010
0.020000,14.070845,15.494140,9.198010,2.431277,-0.926923,-0.050832,6.244296
0.020000,14.119064,15.492294,9.246265,2.412718,-0.927940,-0.050849,6.245557
0.020000,14.166914,15.490522,9.294147,2.394140,-0.928940,-0.050013,6.246791
0.020000,14.214394,15.488822,9.341658,2.375541,-0.929934,-0.049695,6.248000
0.020000,14.261504,15.487192,9.388797,2.356922,-0.930938,-0.050190,6.249184
0.020000,14.308244,15.485629,9.435562,2.338284,-0.931908,-0.048521,6.250344
0.020000,14.354612,15.484132,9.481955,2.319626,-0.932900,-0.049599,6.251479
0.020000,14.400609,15.482699,9.527974,2.300949,-0.933857,-0.047832,6.252591
0.020000,14.446233,15.481328,9.573619,2.282252,-0.934831,-0.048682,6.253679
0.020000,14.491485,15.480016,9.618890,2.263537,-0.935786,-0.047757,6.254743
0.020000,14.536364,15.478763,9.663786,2.244802,-0.936730,-0.047205,6.255785
0.020000,14.580868,15.477566,9.708307,2.226048,-0.937673,-0.047141,6.256805
0.020000,14.624999,15.476424,9.752452,2.207276,-0.938607,-0.046742,6.257802
0.020000,14.668755,15.475334,9.796222,2.188486,-0.939534,-0.046333,6.258778
0.020000,14.712136,15.474296,9.839615,2.169677,-0.940452,-0.045917,6.259732
0.020000,14.755142,15.473307,9.882632,2.150849,-0.941362,-0.045493,6.260665
0.020000,14.797772,15.472366,9.925272,2.132004,-0.942264,-0.045063,6.261577
0.020000,14.840025,15.471472,9.967535,2.113141,-0.943156,-0.044628,6.262469
0.020000,14.881902,15.470623,10.009420,2.094260,-0.944060,-0.045175,6.263341
0.020000,14.923401,15.469817,10.050928,2.075361,-0.944920,-0.043032,6.264193
0.020000,14.964523,15.469053,10.092057,2.056445,-0.945796,-0.043765,6.265026
0.020000,15.005267,15.468330,10.132807,2.037512,-0.946666,-0.043533,6.265840
0.020000,15.045632,15.467646,10.173178,2.018562,-0.947512,-0.042282,6.266635
0.020000,15.085619,15.466999,10.213170,1.999595,-0.948361,-0.042451,6.267411
0.020000,15.125226,15.466390,10.252782,1.980610,-0.949209,-0.042408,6.268170
0.020000,15.164454,15.465815,10.292014,1.961610,-0.950027,-0.040882,6.268910
0.020000,15.203302,15.465275,10.330866,1.942593,-0.950852,-0.041260,6.269633
0.020000,15.241770,15.464767,10.369337,1.923560,-0.951668,-0.040813,6.270339
0.020000,15.279857,15.464291,10.407428,1.904510,-0.952475,-0.040363,6.271028
0.020000,15.317564,15.463845,10.445137,1.885445,-0.953274,-0.039911,6.271701
0.020000,15.354889,15.463429,10.482464,1.866363,-0.954063,-0.039457,6.272357
0.020000,15.391832,15.463040,10.519409,1.847266,-0.954843,-0.039001,6.272997
0.020000,15.428393,15.462679,10.555972,1.828154,-0.955614,-0.038545,6.273621
0.020000,15.464572,15.462344,10.592153,1.809027,-0.956375,-0.038088,6.274230
0.020000,15.500369,15.462034,10.627950,1.789884,-0.957131,-0.037761,6.274824
0.020000,15.535782,15.461748,10.663365,1.770726,-0.957896,-0.038261,6.275403
0.020000,15.570812,15.461486,10.698396,1.751554,-0.958610,-0.035719,6.275967
0.020000,15.605459,15.461245,10.733043,1.732367,-0.959362,-0.037599,6.276517
0.020000,15.639721,15.461026,10.767307,1.713165,-0.960065,-0.035118,6.277053
0.020000,15.673600,15.460827,10.801186,1.693949,-0.960804,-0.036973,6.277575
0.020000,15.707093,15.460648,10.834680,1.674720,-0.961488,-0.034201,6.278084
0.020000,15.740203,15.460487,10.867790,1.655476,-0.962190,-0.035077,6.278579
0.020000,15.772927,15.460344,10.900514,1.636218,-0.962890,-0.035027,6.279062
0.020000,15.805265,15.460218,10.932853,1.616947,-0.963565,-0.033728,6.279531
0.020000,15.837218,15.460109,10.964806,1.597662,-0.964235,-0.033509,6.279989
0.020000,15.868786,15.460015,10.996373,1.578364,-0.964900,-0.033245,6.280434
0.020000,15.899967,15.459936,11.027554,1.559053,-0.965556,-0.032789,6.280867
0.020000,15.930761,15.459871,11.058349,1.539729,-0.966202,-0.032333,6.281288
0.020000,15.961169,15.459820,11.088757,1.520392,-0.966848,-0.032298,6.281698
0.020000,15.991190,15.459781,11.118778,1.501042,-0.967477,-0.031435,6.282096
0.020000,16.020823,15.459755,11.148411,1.481680,-0.968092,-0.030739,6.282484
0.020000,16.050069,15.459740,11.177657,1.462306,-0.968708,-0.030815,6.282861
0.020000,16.078928,15.459736,11.206516,1.442920,-0.969326,-0.030918,0.000041
0.020000,16.107398,15.459742,11.234986,1.423522,-0.969903,-0.028811,0.000397
0.020000,16.135480,15.459758,11.263068,1.404111,-0.970517,-0.030701,0.000743
0.020000,16.163174,15.459783,11.290762,1.384690,-0.971077,-0.028018,0.001079
0.020000,16.190479,15.459817,11.318067,1.365257,-0.971655,-0.028904,0.001405
0.020000,16.217396,15.459859,11.344984,1.345812,-0.972231,-0.028782,0.001721
0.020000,16.243923,15.459909,11.371511,1.326357,-0.972774,-0.027180,0.002029
0.020000,16.270060,15.459966,11.397649,1.306890,-0.973324,-0.027497,0.002327
0.020000,16.295809,15.460029,11.423397,1.287413,-0.973865,-0.027045,0.002616
0.020000,16.321167,15.460099,11.448755,1.267925,-0.974397,-0.026595,0.002897
0.020000,16.346135,15.460175,11.473724,1.248427,-0.974920,-0.026147,0.003169
